Gene name,chr,start,end
AC141930.2,2,1552445,1554701
AC108462.1,2,1341044,1346568
AC003688.2,17,7246829,7262089
KIF19,17,74326210,74355820
TPO,2,1374066,1543711
AC115676.1,12,10214161,10214761
BBS1,11,66510606,66533613
CTDNEP1,17,7243591,7252491
LINC00963,9,129476946,129513687
AL450263.1,9,127213783,127221907
AL022326.2,22,39379610,39380015
ANGPTL2,9,127087348,127122635
LINC02099,8,29748309,29798492
ACOX1,17,75941507,75979177
CYTH4,22,37282027,37315341
PNPLA6,19,7534004,7561764
REPS1,6,138903493,138988261
AC079341.2,4,121870583,121872848
AL121894.3,20,23656151,23674888
AC131254.1,8,29815004,29854543
AL121894.1,20,23655225,23656390
AC131254.3,8,29864644,29871661
AC131254.2,8,29905735,29908956
AKR1B10P1,10,67750284,67751225
RPL21P92,10,67793770,67794245
AC002519.1,16,31788202,31790993
LRFN3,19,35935358,35946624
BOD1L1,4,13568738,13627725
FAR1,11,13668668,13732346
CCDC115,2,130337933,130342699
SDHAP2,3,195658096,195685904
MUC20,3,195720884,195741123
CD1E,1,158353696,158357553
PRSS3P2,CHR_HSCHR7_2_CTG6,142811706,142815230
AF038458.1,19,35957121,35957382
AF038458.3,19,35947115,35959192
AF038458.2,19,35960512,35964063
SDHAF1,19,35995199,35996315
TRMT6,20,5937228,5950558
RALGPS1,9,126914774,127223166
AL627443.1,6,166099665,166113273
AC092746.1,12,8548361,8567613
TBXT,6,166157656,166168700
AP001793.1,18,8635179,8636347
RAB12,18,8609437,8639382
MAFG,17,81918270,81927735
SPINK1,5,147824568,147831786
SMBD1P,3,195701618,195711643
FAM230D,22,18178038,18205915
RWDD2B,21,29004384,29019360
EEF1A1P13,5,14651941,14653329
AC010491.1,5,14661808,14664604
AL353803.4,9,129480605,129482538
AC244230.1,10,46370759,46382626
SLC52A3,20,760080,776015
AL391056.2,9,129503461,129506433
AC015849.11,CHR_HSCHR17_7_CTG4,35893707,35911023
AC244230.2,10,46375752,46537864
HNRNPA1P33,10,46415853,46416413
NPY4R,10,46461099,46465958
AC022973.5,8,129832301,129844504
AL031133.1,6,149491567,149492289
TAOK2,16,29973868,29992261
AC022973.4,8,129890465,129901758
AC122713.2,5,180078357,180081691
AC022973.2,8,129864478,129865052
AC131568.1,8,129953729,129964634
AC022973.3,8,129939844,129951056
AC122713.1,5,180085717,180087038
SIRT7,17,81911939,81921323
FAR1-IT1,11,13669327,13670149
RPL39P26,11,13685499,13685656
LINC02209,8,29920560,29953724
AC011352.2,5,147851644,147852659
AC007342.7,16,53487607,53489943
FAM25BP,10,46369113,46373563
AIMP2,7,6009255,6023834
AC239618.2,CHR_HSCHR7_2_CTG6,142821798,142825331
AKTIP,16,53491040,53504411
CYRIB,8,129839593,130017129
SCGB3A2,5,147870682,147882191
ANXA8L1,10,46375627,46391784
AC011511.2,19,10252268,10285108
CST4,20,23685640,23689040
GABRD,1,2019329,2030758
DNAJC19P1,10,67833763,67834081
GGTLC5P,22,18340145,18345899
DNAJC12,10,67796669,67838188
AL078596.1,6,108178871,108179317
AC007849.1,3,169613510,169623951
NR2E1,6,108166022,108188805
MECOM,3,169083499,169663775
AKR1C1,10,4963253,4983283
CST2P1,20,23711320,23711406
AC011352.3,5,147887112,147887704
AL591074.2,20,23722589,23745524
C5orf46,5,147880726,147906538
AC010200.2,12,100525186,100525420
RPL7P4,CHR_HSCHR6_MHC_COX_CTG1,30686667,30687396
PDP2,16,66878589,66895754
LDHAL6FP,6,157299045,157300126
AL390955.2,6,157323964,157324477
TMEM242,6,157289025,157323601
AC011352.1,5,147886086,147886878
EEF1GP2,5,147922179,147923421
NEU2,2,233032672,233035057
MAP2K1P1,8,30027713,30028900
ANKRD61,7,6031376,6036552
EIF2AK1,7,6022247,6059175
AC005154.2,7,30523143,30524535
TAB1,22,39399778,39437060
GGCT,7,30496621,30504841
INPP5D,2,233059967,233207903
KCTD15,19,33795933,33815763
COL11A2,CHR_HSCHR6_MHC_SSTO_CTG1,33302792,33329578
USP16,21,29024629,29054488
TMEM33,4,41935129,41960803
AC005154.1,7,30544053,30544431
GARS1,7,30594838,30634033
APOM,CHR_HSCHR6_MHC_SSTO_CTG1,31643159,31648952
PRSS2,CHR_HSCHR7_2_CTG6,142832063,142835652
ZBTB47,3,42653697,42667580
WBP1LP1,CHR_HSCHR7_2_CTG6,142839736,142840629
TRBD1,CHR_HSCHR7_2_CTG6,142847306,142847317
TRBJ1-1,CHR_HSCHR7_2_CTG6,142847973,142848020
TRBJ1-2,CHR_HSCHR7_2_CTG6,142848110,142848157
TRBJ1-3,CHR_HSCHR7_2_CTG6,142848723,142848772
TRBJ1-4,CHR_HSCHR7_2_CTG6,142849318,142849368
FOSB,19,45467995,45475179
TRBJ1-5,CHR_HSCHR7_2_CTG6,142849591,142849640
TRBJ1-6,CHR_HSCHR7_2_CTG6,142850081,142850133
RNF222,17,8390704,8397826
TRBC1,CHR_HSCHR7_2_CTG6,142852787,142854461
TRBJ2-1,CHR_HSCHR7_2_CTG6,142857458,142857507
AL121895.1,20,36147334,36155760
TRBJ2-2,CHR_HSCHR7_2_CTG6,142857653,142857703
LINC00842,10,46398362,46453306
GTF3AP5,7,14985378,14986074
AL079305.1,14,30370108,30373115
TRBJ2-2P,CHR_HSCHR7_2_CTG6,142857790,142857835
AC011979.2,11,9631008,9631359
LIN7C,11,27494418,27506769
TRBJ2-3,CHR_HSCHR7_2_CTG6,142857940,142857988
PLA2G2F,1,20139323,20150381
AC015656.1,17,49494223,49497800
AC006458.1,7,15066207,15068651
AC006487.1,17,49505657,49574064
LRRC37A9P,CHR_HSCHR17_7_CTG4,35912635,35918010
AL391845.1,1,2049203,2050070
GARS1-DT,7,30516309,30595286
NGFR,17,49495293,49515008
TRBJ2-4,CHR_HSCHR7_2_CTG6,142858091,142858140
ZFR,5,32354350,32444740
TRBJ2-5,CHR_HSCHR7_2_CTG6,142858212,142858259
AL133551.1,10,67849525,67850746
TRBJ2-6,CHR_HSCHR7_2_CTG6,142858332,142858384
RPL12P8,10,67874332,67874911
AC011979.1,11,9660438,9660920
TRBJ2-7,CHR_HSCHR7_2_CTG6,142858549,142858595
Z98257.1,1,20154171,20160568
KIR3DL2,CHR_HSCHR19LRC_PGF1_CTG3_1,54780466,54797223
AC097359.1,3,37196204,37196666
AC097359.3,3,37216779,37217988
CENPUP1,11,13756027,13757560
AGMO,7,15200317,15562015
S100PBP,1,32816767,32858875
AC009185.1,5,157260122,157266625
AC120057.2,17,7240427,7244635
G2E3,14,30559158,30620064
AL390955.1,6,157365990,157366923
AC120057.3,17,7242200,7243814
AL117344.1,6,157372556,157373171
AC006487.2,17,49544788,49577962
AL117344.2,6,157377062,157380896
ELP5,17,7251416,7259940
ZNF70P1,CHR_HSCHR6_MHC_SSTO_CTG1,33355816,33356439
NXPH3,17,49575871,49583827
BAG6,CHR_HSCHR6_MHC_SSTO_CTG1,31629769,31643448
AC007342.6,16,53478957,53481550
KIR2DL1,CHR_HSCHR19LRC_COX2_CTG3_1,54426396,54427817
EEF1DP5,6,128580113,128580884
TRBC2,CHR_HSCHR7_2_CTG6,142862134,142863838
GATAD2A,19,19385826,19508931
CPHXL,16,75714131,75726490
SNX3,6,108211222,108261246
AL080315.2,6,128639188,128639653
KIR3DP1,CHR_HSCHR19LRC_COX2_CTG3_1,54429845,54441468
KARS1,16,75627474,75648643
TRBV30,CHR_HSCHR7_2_CTG6,142873679,142874492
AL355355.2,10,13139196,13139533
AL121956.5,6,166229334,166229554
GNG5P1,6,166240290,166240493
AL355355.1,10,13142185,13142977
AL121956.1,6,166236969,166256947
AL121956.4,6,166275462,166277077
ANKRD54,22,37830855,37849327
GOLGA4,3,37243177,37366751
LYSMD2,15,51723011,51751585
MEOX2,7,15611212,15686683
PRR18,6,166305300,166308448
AC005154.5,7,30497077,30550761
AC005154.3,7,30550217,30551569
AC005154.4,7,30525731,30533613
AL121956.6,6,166309572,166317470
CST1,20,23747553,23751268
TMEM235,17,78231310,78240987
AC005550.2,7,15667947,15681980
SRMP2,14,60919240,60920155
AP005329.3,18,3246401,3247086
AL160236.1,14,60972272,60972466
AP005329.2,18,3190397,3247277
NME2,17,51165435,51171747
Z98742.2,6,108252214,108252400
TRMT5,14,60971441,60981170
MYOM1,18,3066807,3219968
YARS1,1,32775237,32818153
DDX52,CHR_HSCHR17_7_CTG4,37614320,37648026
PPP1R13L,19,45379638,45406349
AL160236.2,14,60879714,60982585
AC145207.8,17,81922899,81924511
TMOD2,15,51751597,51816363
SLC38A6,14,60981114,61083733
FCHSD1,5,141639302,141651418
AC092067.1,19,19401979,19402603
HTATSF1P1,CHR_HSCHR6_MHC_SSTO_CTG1,33377903,33379802
AL132780.2,14,22982698,22999078
TOMM20P3,18,8688022,8688410
DPP10-AS2,2,114833830,114835588
DPP10,2,114442299,115845780
THA1P,17,78248493,78254416
AC087645.3,17,78250346,78250932
C14orf93,14,22985894,23010166
AC087645.4,17,78248193,78251440
AC008556.1,19,33906352,33908391
MTCL1,18,8705661,8832778
AC016587.1,19,33997289,34066283
RPS4XP23,19,34021659,34021895
ALKBH6,19,36009120,36014239
RPS4XP20,19,34022656,34023427
SFT2D1,6,166319728,166342576
PLCXD1,X,276322,303356
VPS52,CHR_HSCHR6_MHC_SSTO_CTG1,33390441,33412193
SCAP,3,47413681,47477126
MRPL57P8,14,35219023,35219283
PPP2R3C,14,35085467,35122517
HNRNPA1P49,6,166334568,166335471
LINC01993,17,78261349,78278492
AC087645.2,17,78315729,78347798
SOCS3,17,78356778,78360077
AC026770.1,15,51752485,51756475
AF129075.3,21,29024255,29024890
AC061992.2,17,78360453,78373911
AP000553.8,22,21737448,21744108
AL022069.3,6,166342632,166351466
AP000864.2,18,8801656,8802305
BTBD7P1,10,13156684,13158136
RPS4XP21,19,34092561,34093310
GACAT2,18,8695856,8707621
RPL36AP36,10,13159477,13159777
CHCHD2P3,19,34126973,34127423
LINC02587,7,15688378,15696886
AC005550.1,7,15689075,15690854
PRKCQ-AS1,10,6580419,6616921
MDC1-AS1,CHR_HSCHR6_MHC_COX_CTG1,30692927,30703043
MDC1,CHR_HSCHR6_MHC_COX_CTG1,30689666,30707748
MPC1,6,166364919,166383013
NME1,17,51153536,51162428
AL022311.1,22,37876148,37895563
RELL2,5,141636950,141641064
MFF-DT,2,227221052,227325711
EIF3L,22,37848868,37889407
ZCCHC8,12,122471599,122501073
KPNA2P1,4,80079532,80081122
CD3EAP,19,45406209,45410766
MCM8-AS1,20,5990943,6005821
AL035461.3,20,6000418,6000941
AL035461.2,20,5965180,5965511
AL627308.1,1,227234269,227235355
AL022069.1,6,166383189,166384824
AL451047.1,1,227178333,227183444
AL022069.2,6,166388136,166389920
AL353689.2,1,226992140,226993206
AC025287.4,16,75660227,75677009
AC025287.5,16,75646606,75646681
DUXB,16,75693893,75701461
AC105450.1,2,1366234,1580747
MCM8,20,5950652,5998977
AL627308.2,1,227264776,227265207
AL353689.3,1,227123895,227132394
ATP5PBP7,16,75709056,75709815
AC114808.1,2,1059133,1068341
TERF2IP,16,75647773,75761872
SNTG2,2,950849,1367613
CDC42BPA,1,226989865,227318474
LSM14A,19,34172504,34229515
MIR7515HG,2,6615389,6651104
SYF2P1,14,30541776,30542188
G2E3-AS1,14,30437992,30573629
Z97200.1,1,170667381,170669425
ERCC1,19,45407334,45478828
Z98742.4,6,108261288,108269200
PRRX1,1,170662728,170739421
Z98742.1,6,108275642,108276546
GTPBP6,X,304529,318819
ICAM5,19,10289952,10296778
CLDN7,17,7259903,7263983
AP002748.6,11,66514306,66519720
DPP3,11,66480013,66509657
COPDA1,CHR_HSCHR14_3_CTG1,105648695,105649828
AC068448.2,15,32182551,32186475
IGHGP,CHR_HSCHR14_3_CTG1,105665404,105670614
AC139426.3,15,32250302,32256125
ELAC2,17,12991612,13018065
ELK2AP,CHR_HSCHR14_3_CTG1,105673079,105674085
MAP2K3,17,21284672,21315232
MRPS31P4,13,52600119,52637446
CAPN2,1,223701593,223776018
AL137058.2,13,52600042,52642542
AC097517.1,2,6649706,6650897
FAM230J,22,18361820,18391105
AC037459.2,8,22613908,22616657
CCAR2,8,22604632,22621514
NME1-NME2,17,51153590,51171744
HNRNPA1L2,13,52642425,52643796
AC073626.1,7,114414244,114419875
COMT,22,19941733,19969975
AC003992.1,7,114560961,114561517
AL513478.2,9,66182326,66188451
AL928768.1,CHR_HSCHR14_3_CTG1,105704732,105705373
AC139426.1,15,32313126,32315654
AC114808.2,2,1158310,1160424
HIPK3,11,33256672,33357023
KIR2DL3,CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1,54738506,54752764
SYNE4,19,36003307,36008813
GABARAP,17,7240008,7242449
AC139426.2,15,32359538,32367784
ODAPH,4,75556048,75565871
DNM1P31,15,32384937,32387484
ANGPT1,8,107249482,107498055
IGHA1,CHR_HSCHR14_3_CTG1,105707889,105709436
AC117422.1,3,126056923,126058228
KRTAP5-8,11,71538025,71539209
AL132777.1,14,60779978,60780595
ANO9,11,417933,442011
KIR3DL3,CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1,54724479,54736536
MNAT1,14,60734742,60969965
AC011718.1,22,18374106,18375689
KRTAP5-9,11,71548420,71549608
AP000867.5,11,71563389,71565608
KRTAP5-10,11,71565563,71566735
RPS10P5,20,839447,839977
FAM110A,20,833715,857463
LAPTM5,1,30732469,30757774
RPS18,CHR_HSCHR6_MHC_SSTO_CTG1,33412156,33415676
ZNF883,9,112957722,113012227
AL132780.5,14,23005499,23007123
AC093610.1,2,115079354,115099092
RPSAP23,2,115468056,115468938
MCM6,2,135839626,135876443
DPP10-AS1,2,115126622,115161384
VARS2,CHR_HSCHR6_MHC_DBB_CTG1,30904916,30917183
HCG25,CHR_HSCHR6_MHC_SSTO_CTG1,33389703,33395155
MUPP,9,112959134,112962261
AC099778.2,3,47469777,47469987
ZFP37,9,113038380,113056759
AL035079.1,11,34404663,34404949
PARD6B,20,50731580,50756795
AC026748.1,5,1383159,1386409
AC002116.1,19,36008638,36014235
AC016721.1,2,115835129,115940291
DPP10-AS3,2,114828432,114833548
AL137857.1,1,30731693,30733427
H2AL1QP,X,36719918,36720221
ZDHHC14,6,157381133,157678157
AC006924.1,X,36794500,36795460
AL139089.1,13,52651305,52652279
AL592156.1,X,36678678,36866689
BX842568.4,X,36957913,36958139
AC087533.1,8,42842989,42844876
CIR1P3,11,34430880,34431649
MAFG-DT,17,81927829,81930753
THAP1,8,42836674,42843325
IGHEP1,CHR_HSCHR14_3_CTG1,105722565,105723298
BX842568.2,X,36962196,36963425
HMGB1P25,2,9018293,9018899
RBM24,6,17281361,17293871
KIR2DL4,CHR_HSCHR19LRC_COX2_CTG3_1,54446939,54458015
BX842568.3,X,36985523,36986093
LILRP2,CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1,54707916,54713453
RPL30P3,2,9081395,9081727
AP000867.1,11,71568680,71568934
KRTAP5-11,11,71579714,71603353
AC245128.12,CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1,54703952,54704235
AL121594.1,14,35122549,35317474
LILRP1,CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1,54700593,54700905
OR7E87P,11,71593454,71594382
RASAL1,12,113098819,113136239
UNC93B6,11,71603260,71608040
AL049776.1,14,35086035,35088059
IK,5,140647058,140662480
SEPTIN7P1,14,35157904,35159099
PGS1,17,78378649,78425114
KRTAP5-14P,11,71579728,71579848
CDKL2,4,75576496,75630716
CUTA,6,33416442,33418317
OR7E4P,11,71620020,71621032
PSMA6,14,35278633,35317493
SLC25A40,7,87833568,87876360
EEF1A1P27,7,20582072,20583206
THAP8,19,36034984,36054739
AC100810.6,8,1726273,1726557
AC002486.2,7,20588990,20590085
AC100810.2,8,1730206,1731452
TRIM27,6,28903002,28923988
ADAM8,10,133262420,133276868
ARHGEF16,1,3454665,3481113
TCEA1P2,3,37275693,37276598
AC097359.2,3,37241789,37244177
AC013828.2,11,13758111,13758345
AL356124.1,6,129439485,129576047
RSL24D1P11,18,57838476,57838966
LINC02545,11,13844862,13870616
AC027779.1,11,13826843,13879499
LINC02548,11,13784017,13848002
AC002116.2,19,36014508,36045972
ZSWIM3,20,45857614,45879122
LINC01897,18,57961231,57964434
AL137027.1,1,30810378,30815553
CLIP3,19,36014660,36033343
AL356124.2,6,129479615,129481410
BMPR1AP1,6,129157523,129159120
GU182338.1,CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1,54786460,54798282
HMGN1P30,18,58018794,58019061
ZSWIM1,20,45881227,45885266
Z98742.3,6,108318079,108318404
KIR2DP1,CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1,54754958,54767824
LINC01988,3,44424134,44429529
MGAT3,22,39457012,39492194
AL391646.1,6,108551018,108551207
AL356121.2,6,108359084,108359863
AL353706.1,6,108387512,108388080
AL139106.1,6,108441880,108558286
AL136305.1,6,17224243,17281424
AL356121.1,6,108372772,108372927
LAMA2,6,128883141,129516569
KIR3DL1,CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1,54816499,54830812
AC084880.2,12,119225834,119259017
TXNRD2,22,19875517,19941820
C3orf86,3,44421127,44439946
AFG1L,6,108294991,108526796
SPATA25,20,45886489,45887635
LINC00934,12,119283825,119303380
MGAT3-AS1,22,39475807,39476822
ZNF445,3,44431705,44477670
CICP12,7,55798034,55798876
SEPTIN14,7,55793540,55862755
STRAP,12,15882387,15903478
AC100812.1,8,65842752,65843331
LINC01711,20,58634772,58635738
TTC32,2,19896631,19901983
AC092647.4,7,55797946,55798480
AC092647.3,7,55810779,55811411
PLA2G2C,1,20161253,20177424
AC008878.2,19,7533595,7540059
AC013400.1,2,19902025,19902569
GRIP1,12,66347431,67069162
DBF4,7,87876216,87909553
MCOLN1,19,7522624,7534009
DNAJC5B,8,66021553,66101245
UBXN10,1,20186096,20196050
UBXN10-AS1,1,20184242,20186486
LINC01778,1,30824217,30834864
NDUFA13,19,19515736,19529054
AL513478.3,9,66204896,66208833
AL591479.1,9,66253424,66254464
AL035461.4,20,5950949,6039856
RBPJP2,9,66635754,66637197
RAB28P4,9,66641314,66642277
CRLS1,20,6006093,6040053
ATP5F1AP10,9,66721158,66722760
PPP1R26P3,22,18400407,18404206
SDR42E1P4,9,66724584,66725064
MANEALP1,2,135897955,135898978
SNHG9,16,1964959,1965509
DNAH17-AS1,17,78484882,78503056
FKBP4P8,9,66744561,66745929
PLTP,20,45898621,45912155
AC138230.1,11,462930,463899
BIN1,2,127048027,127107288
PTDSS2,11,448268,491399
DNAH17,17,78423697,78577396
KIR2DL5A,CHR_HSCHR19LRC_COX2_CTG3_1,54476583,54485924
AC084082.1,8,66112667,66126632
SLC25A21-AS1,14,37171888,37173811
RPL29P3,14,36577543,36578005
AL133547.1,9,5193339,5193558
AL132857.1,14,36473207,36519521
INSL4,9,5231419,5235304
RAVER1,19,10316212,10333638
AC119424.1,3,58572744,58574319
AL079304.1,14,37097062,37098563
AL162464.2,14,36788644,36807163
FAM3D,3,58633946,58666834
RNF170,8,42849637,42897290
NKX2-1,14,36516392,36521149
LINC02683,11,13921450,13924863
RLN2,9,5299864,5304716
YJEFN3,19,19528861,19537581
ACKR4P1,6,138822747,138823799
ECT2L,6,138795911,138904070
AC044849.1,8,30082758,30083467
SARAF,8,30063003,30083208
KIR3DS1,CHR_HSCHR19LRC_COX2_CTG3_1,54459987,54474463
RPL36AP26,7,15701435,15701752
AC006041.2,7,15736373,15796370
SERTAD4,1,210232796,210246631
AC006041.1,7,15841297,15842360
AL132857.2,14,36320753,36656163
AL162464.1,14,36808871,36828729
AL079303.1,14,36647083,36658801
DPPA3P2,14,36371165,36372383
MC5R,18,13824149,13827323
FDX2,19,10310045,10316015
PRKAR2A-AS1,3,48847572,48851981
MAPK1,22,21759657,21867680
MYH10,17,8474207,8630761
SFTA3,14,36473288,36513829
SERTAD4-AS1,1,210231456,210234047
AC145207.1,17,81941869,81947601
LAMP5,20,9514358,9530524
PRKAR2A,3,48744597,48847874
MYADML2,17,81939645,81947233
HOOK3,8,42896946,43030535
ST13P19,1,210265636,210267241
AC145207.4,17,81932398,81933058
AC093904.2,2,9103440,9105114
AC093904.4,2,9106593,9109865
AC093904.3,2,9110457,9116947
PYCR1,17,81932384,81942412
AC093904.1,2,9143166,9146106
FAM107A,3,58564117,58627610
AC100821.2,8,54042989,54045629
KIR2DL1,CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1,54769810,54784323
TMSB4XP6,20,50840615,50840749
AC011511.4,19,10315471,10320678
TSSK6,19,19512418,19515548
PPP1R10,CHR_HSCHR6_MHC_MCF_CTG1,30678854,30697067
BCAS4,20,50794894,50882676
AC025575.1,12,71034122,71104526
AC011511.1,19,10305427,10316009
AC025575.2,12,71047402,71118247
PHKBP2,14,36533506,36534538
NKX2-8,14,36580004,36582614
AL121834.1,6,138878899,138879407
AC011448.1,19,19516227,19536076
PRORP,14,35121846,35277622
LINC01205,3,109409990,109723273
LAMP5-AS1,20,9505180,9514998
SLC25A21,14,36677921,37172606
ICAM3,19,10333776,10339661
PPM1N,19,45488777,45502510
PPIAP15,3,109471329,109471812
DIMT1P1,3,109701456,109702218
H3P12,3,109409678,109410084
AC078980.1,3,109648107,109810861
AC110275.1,8,43018424,43077334
AC105118.1,8,143412749,143417054
FAM193B,5,177519789,177554563
AL139128.1,1,155845367,155846624
MSTO2P,1,155745829,155750137
MAFA-AS1,8,143417679,143419150
FNTA,8,43034194,43085788
KIR2DS3,CHR_HSCHR19LRC_COX2_CTG3_1,54488004,54503024
MAFA,8,143419182,143430732
AL391863.2,6,157829143,157830573
AL035634.1,6,157885114,157892786
SIRT1,10,67884656,67918390
KIR2DS1,CHR_HSCHR19LRC_COX2_CTG3_1,54504993,54518921
AL391863.1,6,157872571,157875210
GON4L,1,155749662,155859400
AC023490.4,22,18486999,18491247
HSPE1P26,6,157924402,157924676
PHF1,6,33410399,33416453
SNX9,6,157700387,157945077
AP000867.3,11,71629045,71629421
FAM230A,22,18422244,18500594
AP000867.4,11,71639551,71639769
RPS3AP41,11,71669520,71670297
AL162588.1,9,113060086,113060507
AL449105.1,9,113065535,113065956
AL449105.3,9,113070983,113071404
CR759747.2,CHR_HSCHR6_MHC_DBB_CTG1,30898953,30917183
ITPR1-DT,3,4490891,4493163
AL449105.4,9,113076429,113076850
CRPPA,7,16087525,16421538
GTF2H4,CHR_HSCHR6_MHC_DBB_CTG1,30898895,30904817
SMARCA5-AS1,4,143513472,143514635
AC139713.1,4,143555082,143555583
NKX2-1-AS1,14,36519278,36523016
SMARCA5,4,143513702,143557486
PAX9,14,36657568,36679362
AC002056.1,22,50754675,50755434
AC016182.1,17,78522247,78522828
AC100810.1,8,1761054,1764508
DCN,12,91140484,91182824
AC100810.3,8,1758208,1760447
AC019257.9,8,1957921,1963131
KIR2DS4,CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1,54832710,54847746
ARHGEF10,8,1823926,1958641
KIR2DL3,CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1,54738479,54753050
MESTP1,6,128928995,128929988
AC010504.1,19,34348356,34359412
CRPPA-AS1,7,16210484,16270604
KIR3DL3,CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1,54724486,54736500
RPL29P33,19,34296277,34296592
KIAA0355,19,34254552,34355571
ZGLP1,19,10304803,10309880
LINC01128,1,825138,859446
MRPS18B,CHR_HSCHR6_MHC_MCF_CTG1,30696164,30704850
RABL2B,22,50767501,50783663
RPL36AP29,7,16208945,16209265
FAM3D-AS1,3,58607080,58644491
AC245452.1,22,21885282,21885673
ELOBP3,2,48780602,48780895
AC114271.1,19,10333436,10336248
RNF151,16,1966823,1968975
EPHX2,8,27490781,27545564
FOXO3,6,108559835,108684774
DDR1,CHR_HSCHR6_MHC_QBL_CTG1,30870550,30889733
BIN3,8,22620418,22669148
FAM47C,X,37008366,37011664
AC139795.3,5,177554824,177555364
METTL15P1,3,156713884,156714928
RTN2,19,45485294,45497055
LETM2,8,38386207,38409527
FTHL18,X,37043023,37043571
TMED9,5,177592203,177597242
RPL22P1,3,169483671,169484080
MECOM-AS1,3,169447867,169477052
KIR2DL4,CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1,54803627,54814543
PA2G4P4,3,156809551,156810732
LINC00886,3,156747343,156817062
SUMO2P8,6,108618000,108618285
ASAP2,2,9206765,9405683
AL445235.1,1,30858158,30860254
HMGN2P31,9,5311444,5311716
LINC00222,6,108751654,108769942
FSHR,2,48962157,49154527
RLN1,9,5334930,5339876
AC010997.2,10,75430571,75431588
BX842568.1,X,37077851,37078401
PPM1F,22,21919425,21952848
AL008726.1,20,45892694,45893419
SDC3,1,30869466,30908758
RPL9P3,14,35262462,35263036
RPL7AP3,14,35235180,35235651
OTULIN,5,14664664,14699850
RPL23AP70,14,35144021,35144480
DPRXP3,14,35222174,35222746
CTSA,20,45890144,45898820
AC116353.2,5,140609085,140609400
AL669831.1,1,725885,778626
FAM177A1,14,35044907,35113130
HAUS2,15,42548828,42569994
AC008267.4,7,66434634,66435154
AC008267.2,7,66427949,66453634
TMCO6,5,140639427,140645408
AL035414.1,1,210303684,210304540
AC008267.6,7,66480394,66490108
MAPK8IP1P1,17,46243606,46245044
GTF2IP9,7,66407288,66409239
AC005829.2,17,46259551,46260606
AC008267.7,7,66485095,66486532
STK40,1,36339624,36385924
TPST1,7,66205317,66420543
AL669831.4,1,800879,817712
MTCO2P12,1,632757,633438
ST6GALNAC4P1,13,19818121,19818619
AC114498.1,1,587629,594768
NFYBP1,3,109915976,109916940
ZNF852,3,44494847,44510636
VN1R67P,16,31801585,31802497
AC078918.1,3,109977540,109977767
MTND1P23,1,629062,629433
OR4F16,1,685679,686673
AC117430.1,3,110527482,110529582
VN1R3,16,31807926,31808844
AC002519.2,16,31802947,31807973
RPSAP29,3,110682286,110683154
CICP3,1,722092,724903
AL669831.3,1,586071,827796
